"Konto";"Kontobezeichnung";"Datum";"Belegnummer";"Text";"Gegenkonto";"Soll";"Haben";"Steuer";"Steuerkonto"
"3200";"Wareneingang";"05.01.2026";"";"v2_cd8cb99f-fac5-4519-8cf5-2859639c259f_2_9";"1203";"12,94";"0,00";"0,00";""
"3200";"Wareneingang";"06.01.2026";"";"eBay C 23382650048 EREF: UE2U9HJTHSJLQ2A MREF: MRN22931512015 CRED: GB22SARSDDCHAS00000035351901 IBAN: LU310670006550208172 BIC: CHASLULXXXX";"1201";"95,14";"0,00";"0,00";""
"3200";"Wareneingang";"06.01.2026";"";"Training Program Registration";"1203";"32,41";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"console bundle SecureGo plus IBAN: IT02X0760103400001071206096 BIC: BPPIITRRXXX";"1201";"1.200,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"nikon d3100 SecureGo plus IBAN: DE38200411110516487600 BIC: COBADEHDXXX";"1201";"100,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"nintendo switch lite SecureGo plus IBAN: DE48120300001056640251 BIC: BYLADEM1001";"1201";"100,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"XA46TO8FGMOS8JI2ACO2HGXWXB, eBay, G20-1766354783588730031, X5NN986M2F5237B9 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"184,99";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"XA4CFM082ZZA19GOIN6ZHSAYXB, eBay, G17-5197903139209955239, CBSS5C2ZNNXZ27B9 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"39,89";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"XA4EZHN2CKWMTWSHJQHIXPMCXB, eBay, G01-6063274459860848186, MKPGVW69SVGD2Z25 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"84,69";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"XA5RWALNDWLBWOLBWEIBU9LXXB, eBay, G10-6095372470771795565, XWS8LZSJ4JDNRCB9 TAN1:Auftrag nicht TAN-pflichtig IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"11,90";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"dp-p-55502836";"1203";"58,40";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_16dd3719-3669-49c1-9d39-9db125f2b428_2_5";"1203";"100,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_53921586-d828-4762-93b4-754da8bc2482_2_15";"1203";"99,89";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_2c9033d8-0885-4923-b124-d912ddd14c34_2_1";"1203";"67,96";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_adf55cc4-3cb3-4333-abc5-3ce7e00e6db8_2_20";"1203";"126,59";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_6094b42f-f00a-436a-979b-fe96f0da844c_2_4";"1203";"99,99";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_fdd30cc3-23eb-40c1-9910-41b0bef0a7bb_2_4";"1203";"86,18";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_38d6f797-2e76-4d71-883f-b4ea1f4e87d0_2_9";"1203";"181,98";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_18aba457-45c6-42c3-b51e-2110a4e22701_2_4";"1203";"96,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_da084c5b-0426-434c-9e65-e57988d95885_2_11";"1203";"119,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_7f77f5a4-1bec-4433-bdf9-3285275b30a4_2_6";"1203";"75,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_89d18f15-4f83-4361-9c52-0c57f03393f1_2_2";"1203";"110,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_76420cf4-7a45-4249-81a5-11826dac5aed_2_3";"1203";"50,50";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_a65e8ba2-e978-4b4e-89ea-2bd656d5a687_2_13";"1203";"120,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"nintendo 3ds + new 3ds xl";"1203";"300,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_2fb34a5f-fb47-4d9c-a840-3b913af220af_2_0";"1203";"87,69";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_8a63102c-1eee-4e6a-b73d-42ad643c9f69_2_8";"1203";"87,69";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_cdbc530b-8f5d-4582-afeb-a30bcf724321_2_22";"1203";"105,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_17c6be6e-fcad-4fdf-b585-088ad4ddcdaf_2_20";"1203";"95,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_cef09504-3440-457c-9965-e3bcd591ba97_2_3";"1203";"165,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_b77e2368-eca5-48eb-a9ac-c12fbf93c4e7_2_7";"1203";"112,69";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_7e389d86-a158-48bf-9eee-aab11a4bb48c_2_1";"1203";"31,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_76620415-4f4b-4f14-806e-ba7242e49d5c_2_21";"1203";"45,90";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_15113ac0-e3cf-4abc-be71-29fbaf5f316b_2_21";"1203";"35,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_a7c1e815-9e0f-4f74-bff4-aa0198a35697_2_14";"1203";"96,45";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_89eb37a5-5d99-4f55-9f2e-e885a444e3ef_2_5";"1203";"130,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_b431aabc-9af1-413f-a96f-0878263de3c6_2_16";"1203";"136,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"panasonic lumix fz150";"1203";"55,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_ae30778a-648e-4ec1-9d6e-de71fa8e1282_2_6";"1203";"46,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_f3525a5c-cd30-4d07-9d54-e19bb0f770dc_2_7";"1203";"85,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_8ef887f4-c8ba-4109-81a9-40f958cc36bf_2_5";"1203";"285,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"payin_m_01KEC6S8P4ETVBE9NCHNH7XN0C";"1203";"92,39";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_ef98e9c1-a93a-4bb3-8308-649e4b8681e2_2_14";"1203";"41,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"payin_m_01KEC7JMR9MJQJ98AYBDX70Z7W";"1203";"144,15";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"ps4 1tb + 2 controller & spiele";"1203";"115,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"ps4 + 2 controller";"1203";"110,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"nintendo switch oled";"1203";"183,50";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_f13f1460-3dc0-4102-b43d-3a8c3ac7325f_2_6";"1203";"65,50";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_d71b8041-a1dd-4d4b-a47f-50dd0f9cc8aa_2_9";"1203";"99,95";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_b89d8615-bbe9-42b3-b107-aa37db7b95b5_2_15";"1203";"155,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_662b6ed0-a1c3-41bb-bbcc-89544d18edd0_2_4";"1203";"111,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_d091f4ea-cd8d-4dad-a8d7-57757947b433_2_0";"1203";"106,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_a1c1afa3-46a7-4f58-a9de-be7b2040d4d0_2_16";"1203";"86,99";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_5f7befb5-f3c5-4c02-9d5a-8922f065d550_2_8";"1203";"55,69";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_8ae74e8b-0bfd-437c-9f40-281bd655f9f8_2_5";"1203";"92,69";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_29cc105f-4495-4ead-80fb-2a6ca3044a6e_2_16";"1203";"29,19";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_6ee9a975-4b81-4215-b895-ffb45ad1860a_2_8";"1203";"117,69";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_db276956-fb4b-40bb-9ffd-169cff0544e1_2_9";"1203";"89,99";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_6973e12a-c397-4788-9b97-4608201ce9c6_2_15";"1203";"95,00";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_81184fb0-d1b3-4d8e-8cb7-c9b5b30c9eaf_2_22";"1203";"156,98";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_f03e1926-57c7-4cff-bd4a-7fc224b014dd_2_19";"1203";"146,18";"0,00";"0,00";""
"3200";"Wareneingang";"07.01.2026";"";"v2_6a862b3d-7f7a-4ad4-a3b8-91f2f3a2cbd2_2_4";"1203";"125,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"canon eos 100d + 2 objektive SecureGo plus IBAN: DE76500105175406727126 BIC: INGDDEFFXXX";"1201";"200,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"pay_Edf5lB2qoUjg4C";"1203";"35,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"canon eos 100d";"1203";"150,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_3eafc93b-ab8f-41c2-95b6-f9e54f400ef1_2_5";"1203";"90,25";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_08b8aa7c-5e49-4eca-a7f7-4233dbb8676f_2_6";"1203";"143,19";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"canon ixus 185";"1203";"130,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_625b89d2-3c93-4f95-be76-6b63e2297de8_2_4";"1203";"116,19";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_811b127d-f150-4997-b866-4f8872e72ba3_2_0";"1203";"115,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_f1bb8aed-9193-4b08-bceb-9f2cc7fadbfc_2_8";"1203";"107,69";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_ed2f191b-0e81-4b73-8d5f-dc7c273162b6_2_21";"1203";"40,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_051f8f6d-c23d-4f53-8f44-9c72e8e7f47b_2_8";"1203";"65,18";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_27593ebf-7d7f-46ba-8707-5db84282b021_2_21";"1203";"104,95";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_7ad16933-95fd-48a0-8e2d-00596f6baf06_2_4";"1203";"105,49";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_21fc0b10-56e0-4ffb-8122-9482394127d2_2_18";"1203";"71,18";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"payin_m_01KEEJNRT8MHX1E34J007N7B77";"1203";"97,64";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_5bf3f1c7-28a9-4851-8e80-6b6e3c02fa32_2_21";"1203";"100,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"payin_m_01KEEKEP4YTG7HCANC0EXZBV34";"1203";"207,15";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_2eed5b67-39c3-46a4-aacd-71505acd7a55_2_20";"1203";"106,19";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_bac6a9e9-fe8d-4d0d-8aae-f127e448a138_2_4";"1203";"52,68";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_ead49e9a-20a6-4ffc-b061-a63842fe12f2_2_13";"1203";"92,69";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"panasonic lumix tz7";"1203";"73,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_de42be91-73fc-46a7-a30c-fe1326e1035f_2_10";"1203";"96,19";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"ps4 + controller & spiel";"1203";"100,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_6bea2bed-6dbf-4afc-b625-68314a353a87_2_20";"1203";"156,19";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"ps4 pro + controller & spiel";"1203";"120,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"ps4 1tb + controller";"1203";"85,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"nikon d7000";"1203";"235,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_3321d18b-6c6d-4363-afc8-8cc02f80b340_2_23";"1203";"125,19";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"nikon d3100";"1203";"60,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_07c7c67c-c935-4529-9685-faa8d5f188e7_2_4";"1203";"96,19";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"ps4 slim + controller & spiel";"1203";"90,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"ps4 pro + controller";"1203";"110,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"ps4 pro";"1203";"115,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_a70f123f-5864-4dd3-a2bb-8cd1323ec611_2_15";"1203";"72,19";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"payin_m_01KEEXCH9J5W5QMHFMTXDE3YYZ";"1203";"104,95";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"payin_m_01KEEXHHT4TGK4RDJ7NJKPM6Q1";"1203";"176,39";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_268a47dc-b663-4322-8807-ea23af873f64_2_7";"1203";"141,19";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_f44da5fd-fc3f-4038-a20d-1a0b7c1f0eaf_2_18";"1203";"106,19";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"payin_m_01KEEZ7NZHW0FMHP1JZH8546TN";"1203";"100,49";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_68651d15-ea56-429a-83d1-b47a54bf36e5_2_16";"1203";"189,99";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"bose companion 2 series iii";"1203";"60,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"panasonic lumix tz41";"1203";"102,00";"0,00";"0,00";""
"3200";"Wareneingang";"08.01.2026";"";"v2_c43d5a47-0630-4544-bf93-a66cc40b1afd_2_14";"1203";"88,69";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"nikon d3100 SecureGo plus IBAN: DE69370502991151359780 BIC: COKSDE33XXX";"1201";"100,00";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"ps4 + controller SecureGo plus IBAN: DE76460628170162270900 BIC: GENODEM1SMA";"1201";"95,00";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA49QCPTDFDLADXYZ1WG1A8WXB, eBay, G12-7521704878614529582, L953NWKCM3TG2Z25 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"100,19";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA4JJUAUETQZZKIZSCEJ6FQRXB, Vinted, pay6sb44zqbi5bi5lv2ssq6k5fjoq SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"112,65";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA4JNTEHDWEYKCEB2V5LXFJXXB, Vinted, paym3l6umyb4e5ivi6ltclhwcwn6i SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"110,99";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA4MXASHR5YLLAFUI4IRMC6YXB, Vinted, payttapuzqbhe3yjc4q2m6vdcll5q SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"102,15";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA4PV7RIR7HBXIIW4HGKSZSKXB, Vinted, payqxmm3oyb43bifpasid3pggly3e SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"122,00";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA4TOX1DENGD5HIF7UUBSUDUXB, eBay, G17-6909423197590670657, CNHQHT2X9M7GK269 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"199,00";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA53RASCHMRJST4XH3GO1SLQXB, Vinted, payerf3m2ibln3yvgrjerzwpx3b3e SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"136,89";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA5DZT1ZUG5DNZ2IUM9PRDPQXB, Vinted, pay3d3aybibgh2ipondiivq7pjava SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"115,89";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA5FLIUUPZVPWPQRMNOYXMYUXB, Vinted, pay2mmhweyb6uxyrmuamdmjotaf64 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"102,15";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA5HPVNEWQXBQDADTNUNTOMEXB, Vinted, payfvz5trybdupixgzosji73iz4xy SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"147,39";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA5UECQTI072NSFD9EPLMPN6XB, Vinted, paybh7mjaabj2fydnrnwdxerb2xti SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"100,49";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"XA5X5IQHSM86YFQO8VXZWV8YXB, Vinted, payvyu73tibyoziflbvodut4nripq SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"105,39";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_7fc7f494-907f-45a7-84c9-646790236e66_2_5";"1203";"176,19";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_b4f5c030-cd20-43f7-80d8-10057afcd0f8_2_13";"1203";"85,19";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_1c36dffa-0cec-41d1-9378-477cd2c009d9_2_15";"1203";"79,00";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_f0177fcc-2a89-4c41-9e78-a87d7b0171a4_2_16";"1203";"39,18";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_5c24bcd7-fe87-4b91-b616-2cd4b65bce81_2_6";"1203";"129,89";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_63854f7d-8207-4ba4-9669-7d81882e46fb_2_11";"1203";"82,69";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_5a8789e9-0e88-41a4-a62f-40b34b271eba_2_23";"1203";"156,19";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_e97b0a4c-f094-4d07-b542-38324ede6091_2_18";"1203";"100,49";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"panasonic lumix fz150";"1203";"82,00";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"canon eos 1100d + 2 objektive";"1203";"175,00";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_c92b9ab7-f3dc-446f-beda-8efc29d93933_2_23";"1203";"166,98";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"payin_m_01KEH8SA8AMRP2CWQZKRGWQCD1";"1203";"110,98";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"payin_m_01KEH8ZDTXPMMHJS3RZBYCFRKW";"1203";"11,00";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_dc4dd0f2-86f3-4d2b-b02b-3cad6604ecdd_2_12";"1203";"134,68";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_27999543-71ec-40ba-8f74-76b92474fbc2_2_11";"1203";"61,19";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_213ce65a-7cac-4f0e-a9b0-0b9fa92524fa_2_14";"1203";"134,49";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"panasonic lumix fz200";"1203";"105,00";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"nikon b500";"1203";"125,00";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"nikon b500";"1203";"107,00";"0,00";"0,00";""
"3200";"Wareneingang";"09.01.2026";"";"v2_1fb02a3a-2cfa-474e-a02f-c2d5445b29ec_2_12";"1203";"21,90";"0,00";"0,00";""
"3200";"Wareneingang";"10.01.2026";"";"v2_97126310-1829-41ac-9152-b7d5fd3a6ced_2_19";"1203";"24,19";"0,00";"0,00";""
"3200";"Wareneingang";"11.01.2026";"";"panasonic lumix tz22";"1203";"80,00";"0,00";"0,00";""
"3200";"Wareneingang";"11.01.2026";"";"panasonic lumix tz31";"1203";"102,00";"0,00";"0,00";""
"3200";"Wareneingang";"11.01.2026";"";"v2_5ca29bcc-2fc1-42bd-ae2e-47cebce09f1d_2_20";"1203";"146,19";"0,00";"0,00";""
"3200";"Wareneingang";"11.01.2026";"";"v2_35f87a59-0863-45b1-a492-b951def76346_2_18";"1203";"135,19";"0,00";"0,00";""
"3200";"Wareneingang";"11.01.2026";"";"v2_aeeab1c2-51f9-4c1c-9f26-62489a3e54dd_2_9";"1203";"81,19";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"FLINGERN/STADTSPARKASSE DUESSELDORF/DE 11.01.2026 um 10:45:48 Uhr GA 30050110/00002042/314366Auszahlung 50,00 EUR Entgelt 6,95 EUR 37062600/4041097014/1/1227 REF 939739/260046";"1201";"56,95";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"nintendo consoles SecureGo plus IBAN: FR7616807003223665410219374 BIC: CCBPFRPPGRE";"1201";"500,00";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"nintendo consoles SecureGo plus IBAN: FR7616807003223665410219374 BIC: CCBPFRPPGRE";"1201";"500,00";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"panasonic lumix tz10 SecureGo plus IBAN: DE49100100100656086136 BIC: PBNKDEFFXXX";"1201";"100,00";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"panasonic lumix tz81 + canon ixus 185 SecureGo plus IBAN: DE55501900004101654228 BIC: FFVBDEFFXXX";"1201";"360,00";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"ps4 pro + 2 controller + 6 spiele SecureGo plus IBAN: DE76120300001032991729 BIC: BYLADEM1001";"1201";"130,00";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"Teilrückerstattung TAN: Auftrag nicht TAN-pflichtig, da Kleinbetragszahlung IBAN: DE74510915000000080578 BIC: GENODE51RGG";"1201";"15,00";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"Versand Erstattung TAN: Auftrag nicht TAN-pflichtig, da Kleinbetragszahlung IBAN: PT50001000004760332000119 BIC: BBPIPTPLXXX";"1201";"9,16";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA3U1ETXIR0D12C7WYOB0YWHXB, eBay, G20-4777340233585281894, F5DKXDKPGJQJK269 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"105,19";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA3VBNUTKEN853D9YAM70UDSXB, Vinted, pay32l6uqabqn3yjip5llsjp5lp6q SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"136,89";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA3VQLCQGMMNMLO6L0EXHRAFXB, eBay, G04-7550890945364706658, JVH8JL4J3RNGR269 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"106,19";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA412Y4YD0NEVTNPM9Y3BFAEXB, eBay, G01-6884658510004308547, SPMWXG6W4MHM9B35 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"106,98";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA4DVWV8TTU3F2QHIZBE3PQLXB, eBay, G00-7126487188304446346, TX7HDXRNQCLHKQ25 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"180,49";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA4GANOBHMPET49C0FOZGNIYXB, Vinted, pay52mclbabzqeyrmmlsgxeevyv2q SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"154,65";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA4IDGNEDDI4EFGCSAAMBMDBXB, eBay, G22-9210645790832086337, VV9CTXJKDLT54769 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"130,49";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA4K6XEIMQOPCFMFSUTH5ZSZXB, Vinted, pay5qsp7byb44ryjbms2mgg7bg4py SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"105,74";"0,00";"0,00";""
"3200";"Wareneingang";"12.01.2026";"";"XA4MYGKO2JRHPGG3YWJ3M669XB, eBay, G02-7771798881129022015, T927JKK72PZP7DB9 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"1201";"134,99";"0,00";"0,00";""
